gene	appris_tag	isoname
KRT9	appris_principal__1	KRT9-201
KRT14	appris_principal__1	KRT14-201
KRT16	appris_principal__1	KRT16-201
KRT17	appris_principal__1	KRT17-201
EIF1	appris_principal__1	EIF1-203
GAST	appris_principal__1	GAST-201
HAP1	appris_principal__1	HAP1-201
JUP	appris_principal__1	JUP-202
JUP	appris_principal__1	JUP-201
JUP	appris_principal__1	JUP-203
P3H4	appris_principal__2	P3H4-201
P3H4	appris_principal__2	P3H4-202
FKBP10	appris_principal__1	FKBP10-201
NT5C3B	appris_principal__1	NT5C3B-203
KLHL10	appris_principal__1	KLHL10-201
KLHL11	appris_principal__1	KLHL11-201
ACLY	appris_principal__4	ACLY-207
ACLY	appris_principal__4	ACLY-201
TTC25	appris_principal__1	TTC25-201
CNP	appris_principal__3	CNP-202
DNAJC7	appris_principal__2	DNAJC7-203
NKIRAS2	appris_principal__1	NKIRAS2-201
NKIRAS2	appris_principal__1	NKIRAS2-206
NKIRAS2	appris_principal__1	NKIRAS2-204
NKIRAS2	appris_principal__1	NKIRAS2-205
ZNF385C	appris_principal__1	ZNF385C-201
C17orf113	appris_principal__1	C17orf113-201
DHX58	appris_principal__1	DHX58-201
KAT2A	appris_principal__1	KAT2A-201
AC099811.2	appris_principal__5	AC099811.2-203
HSPB9	appris_principal__1	HSPB9-201
RAB5C	appris_principal__1	RAB5C-202
RAB5C	appris_principal__1	RAB5C-201
KCNH4	appris_principal__1	KCNH4-202
KCNH4	appris_principal__1	KCNH4-201
HCRT	appris_principal__1	HCRT-201
GHDC	appris_principal__1	GHDC-207
GHDC	appris_principal__1	GHDC-201
STAT5B	appris_principal__1	STAT5B-201
STAT5A	appris_principal__1	STAT5A-201
STAT5A	appris_principal__1	STAT5A-211
STAT3	appris_principal__4	STAT3-201
STAT3	appris_principal__4	STAT3-213
CAVIN1	appris_principal__1	CAVIN1-201
ATP6V0A1	appris_principal__3	ATP6V0A1-203
NAGLU	appris_principal__1	NAGLU-201
HSD17B1	appris_principal__3	HSD17B1-202
COASY	appris_principal__3	COASY-202
COASY	appris_principal__3	COASY-201
MLX	appris_principal__3	MLX-201
PSMC3IP	appris_principal__1	PSMC3IP-202
RETREG3	appris_principal__1	RETREG3-201
TUBG1	appris_principal__1	TUBG1-201
TUBG2	appris_principal__1	TUBG2-201
PLEKHH3	appris_principal__2	PLEKHH3-204
CCR10	appris_principal__1	CCR10-201
CNTNAP1	appris_principal__1	CNTNAP1-201
EZH1	appris_principal__1	EZH1-202
EZH1	appris_principal__1	EZH1-222
RAMP2	appris_principal__2	RAMP2-201
VPS25	appris_principal__1	VPS25-201
WNK4	appris_principal__1	WNK4-201
COA3	appris_principal__1	COA3-201
CNTD1	appris_principal__3	CNTD1-204
BECN1	appris_principal__1	BECN1-201
BECN1	appris_principal__1	BECN1-213
PSME3	appris_principal__3	PSME3-210
AOC2	appris_principal__1	AOC2-201
AOC3	appris_principal__1	AOC3-201
G6PC	appris_principal__1	G6PC-201
AARSD1	appris_principal__1	AARSD1-202
PTGES3L-AARSD1	appris_principal__2	PTGES3L-AARSD1-201
PTGES3L	appris_principal__1	PTGES3L-206
RUNDC1	appris_principal__1	RUNDC1-201
RPL27	appris_principal__1	RPL27-205
RPL27	appris_principal__1	RPL27-201
RPL27	appris_principal__1	RPL27-206
IFI35	appris_principal__3	IFI35-204
VAT1	appris_principal__1	VAT1-201
RND2	appris_principal__1	RND2-202
BRCA1	appris_principal__4	BRCA1-210
NBR1	appris_principal__1	NBR1-201
NBR1	appris_principal__1	NBR1-206
TMEM106A	appris_principal__1	TMEM106A-204
TMEM106A	appris_principal__1	TMEM106A-208
CCDC200	appris_principal__1	CCDC200-216
CCDC200	appris_principal__1	CCDC200-204
ARL4D	appris_principal__1	ARL4D-201
DHX8	appris_principal__1	DHX8-201
ETV4	appris_principal__1	ETV4-202
ETV4	appris_principal__1	ETV4-201
ETV4	appris_principal__1	ETV4-211
MEOX1	appris_principal__1	MEOX1-201
SOST	appris_principal__1	SOST-201
DUSP3	appris_principal__1	DUSP3-201
CFAP97D1	appris_principal__1	CFAP97D1-201
MPP3	appris_principal__1	MPP3-201
CD300LG	appris_principal__3	CD300LG-202
MPP2	appris_principal__3	MPP2-201
MPP2	appris_principal__3	MPP2-219
PPY	appris_principal__2	PPY-201
PPY	appris_principal__2	PPY-205
PYY	appris_principal__1	PYY-201
NAGS	appris_principal__1	NAGS-201
TMEM101	appris_principal__1	TMEM101-201
TMEM101	appris_principal__1	TMEM101-205
LSM12	appris_principal__1	LSM12-201
LSM12	appris_principal__1	LSM12-204
G6PC3	appris_principal__1	G6PC3-201
HDAC5	appris_principal__3	HDAC5-201
HROB	appris_principal__3	HROB-202
ASB16	appris_principal__1	ASB16-201
TMUB2	appris_principal__3	TMUB2-202
TMUB2	appris_principal__3	TMUB2-201
TMUB2	appris_principal__3	TMUB2-212
ATXN7L3	appris_principal__3	ATXN7L3-201
UBTF	appris_principal__1	UBTF-201
UBTF	appris_principal__1	UBTF-204
UBTF	appris_principal__1	UBTF-209
SLC4A1	appris_principal__1	SLC4A1-201
RUNDC3A	appris_principal__4	RUNDC3A-202
SLC25A39	appris_principal__3	SLC25A39-201
SLC25A39	appris_principal__3	SLC25A39-212
GRN	appris_principal__1	GRN-201
FAM171A2	appris_principal__1	FAM171A2-201
ITGA2B	appris_principal__1	ITGA2B-201
GPATCH8	appris_principal__1	GPATCH8-208
FZD2	appris_principal__1	FZD2-201
MEIOC	appris_principal__1	MEIOC-201
CCDC43	appris_principal__2	CCDC43-201
DBF4B	appris_principal__3	DBF4B-201
ADAM11	appris_principal__1	ADAM11-201
GJC1	appris_principal__1	GJC1-208
GJC1	appris_principal__1	GJC1-206
GJC1	appris_principal__1	GJC1-201
HIGD1B	appris_principal__1	HIGD1B-205
HIGD1B	appris_principal__1	HIGD1B-201
EFTUD2	appris_principal__1	EFTUD2-202
EFTUD2	appris_principal__1	EFTUD2-220
CCDC103	appris_principal__1	CCDC103-202
CCDC103	appris_principal__1	CCDC103-204
FAM187A	appris_principal__1	FAM187A-202
GFAP	appris_principal__3	GFAP-214
KIF18B	appris_principal__3	KIF18B-204
C1QL1	appris_principal__1	C1QL1-201
DCAKD	appris_principal__1	DCAKD-203
DCAKD	appris_principal__1	DCAKD-209
DCAKD	appris_principal__1	DCAKD-202
DCAKD	appris_principal__1	DCAKD-208
DCAKD	appris_principal__1	DCAKD-201
DCAKD	appris_principal__1	DCAKD-205
NMT1	appris_principal__1	NMT1-213
NMT1	appris_principal__1	NMT1-201
PLCD3	appris_principal__1	PLCD3-212
ACBD4	appris_principal__3	ACBD4-201
ACBD4	appris_principal__3	ACBD4-203
HEXIM1	appris_principal__1	HEXIM1-201
HEXIM2	appris_principal__1	HEXIM2-201
HEXIM2	appris_principal__1	HEXIM2-206
HEXIM2	appris_principal__1	HEXIM2-207
FMNL1	appris_principal__1	FMNL1-202
SPATA32	appris_principal__1	SPATA32-201
MAP3K14	appris_principal__1	MAP3K14-201
MAP3K14	appris_principal__1	MAP3K14-202
ARHGAP27	appris_principal__2	ARHGAP27-203
PLEKHM1	appris_principal__1	PLEKHM1-201
LINC02210-CRHR1	appris_principal__1	LINC02210-CRHR1-202
CRHR1	appris_principal__1	CRHR1-202
SPPL2C	appris_principal__1	SPPL2C-201
MAPT	appris_principal__4	MAPT-212
STH	appris_principal__1	STH-201
KANSL1	appris_principal__2	KANSL1-208
ARL17B	appris_principal__3	ARL17B-202
LRRC37A	appris_principal__2	LRRC37A-201
LRRC37A2	appris_principal__1	LRRC37A2-203
LRRC37A2	appris_principal__1	LRRC37A2-201
ARL17A	appris_principal__1	ARL17A-202
NSF	appris_principal__1	NSF-201
WNT3	appris_principal__1	WNT3-201
WNT9B	appris_principal__1	WNT9B-201
GOSR2	appris_principal__3	GOSR2-232
AC005670.2	appris_principal__1	AC005670.2-201
RPRML	appris_principal__1	RPRML-201
CDC27	appris_principal__3	CDC27-201
MYL4	appris_principal__1	MYL4-208
MYL4	appris_principal__1	MYL4-201
MYL4	appris_principal__1	MYL4-202
ITGB3	appris_principal__1	ITGB3-201
AC068234.1	appris_principal__1	AC068234.1-201
EFCAB13	appris_principal__3	EFCAB13-201
NPEPPS	appris_principal__3	NPEPPS-201
KPNB1	appris_principal__1	KPNB1-201
TBKBP1	appris_principal__1	TBKBP1-201
TBX21	appris_principal__1	TBX21-201
OSBPL7	appris_principal__1	OSBPL7-201
OSBPL7	appris_principal__1	OSBPL7-202
MRPL10	appris_principal__1	MRPL10-202
LRRC46	appris_principal__1	LRRC46-201
SCRN2	appris_principal__1	SCRN2-201
SP6	appris_principal__1	SP6-202
SP6	appris_principal__1	SP6-201
SP2	appris_principal__1	SP2-201
PNPO	appris_principal__1	PNPO-217
PRR15L	appris_principal__1	PRR15L-201
CDK5RAP3	appris_principal__1	CDK5RAP3-201
COPZ2	appris_principal__1	COPZ2-210
NFE2L1	appris_principal__3	NFE2L1-203
CBX1	appris_principal__1	CBX1-202
CBX1	appris_principal__1	CBX1-201
SNX11	appris_principal__1	SNX11-202
SNX11	appris_principal__1	SNX11-201
SKAP1	appris_principal__1	SKAP1-201
SKAP1	appris_principal__1	SKAP1-208
HOXB1	appris_principal__1	HOXB1-201
HOXB2	appris_principal__1	HOXB2-201
HOXB3	appris_principal__1	HOXB3-205
HOXB3	appris_principal__1	HOXB3-201
HOXB3	appris_principal__1	HOXB3-212
HOXB3	appris_principal__1	HOXB3-208
HOXB4	appris_principal__1	HOXB4-201
HOXB5	appris_principal__1	HOXB5-201
HOXB6	appris_principal__1	HOXB6-201
HOXB6	appris_principal__1	HOXB6-203
HOXB7	appris_principal__1	HOXB7-201
HOXB8	appris_principal__2	HOXB8-201
HOXB9	appris_principal__1	HOXB9-201
PRAC1	appris_principal__1	PRAC1-201
PRAC2	appris_principal__4	PRAC2-202
HOXB13	appris_principal__1	HOXB13-201
TTLL6	appris_principal__1	TTLL6-202
CALCOCO2	appris_principal__1	CALCOCO2-201
ATP5MC1	appris_principal__1	ATP5MC1-201
ATP5MC1	appris_principal__1	ATP5MC1-202
UBE2Z	appris_principal__1	UBE2Z-201
SNF8	appris_principal__1	SNF8-201
GIP	appris_principal__1	GIP-201
IGF2BP1	appris_principal__1	IGF2BP1-201
B4GALNT2	appris_principal__3	B4GALNT2-201
GNGT2	appris_principal__1	GNGT2-204
GNGT2	appris_principal__1	GNGT2-203
GNGT2	appris_principal__1	GNGT2-201
GNGT2	appris_principal__1	GNGT2-206
GNGT2	appris_principal__1	GNGT2-205
ABI3	appris_principal__3	ABI3-201
PHOSPHO1	appris_principal__1	PHOSPHO1-201
ZNF652	appris_principal__1	ZNF652-202
ZNF652	appris_principal__1	ZNF652-201
PHB	appris_principal__1	PHB-215
PHB	appris_principal__1	PHB-214
PHB	appris_principal__1	PHB-201
NGFR	appris_principal__1	NGFR-201
NXPH3	appris_principal__1	NXPH3-201
SPOP	appris_principal__1	SPOP-206
SPOP	appris_principal__1	SPOP-202
SPOP	appris_principal__1	SPOP-201
SPOP	appris_principal__1	SPOP-224
SPOP	appris_principal__1	SPOP-219
SPOP	appris_principal__1	SPOP-214
SPOP	appris_principal__1	SPOP-205
SLC35B1	appris_principal__2	SLC35B1-220
FAM117A	appris_principal__1	FAM117A-201
KAT7	appris_principal__3	KAT7-201
TAC4	appris_principal__4	TAC4-202
DLX4	appris_principal__3	DLX4-201
DLX3	appris_principal__1	DLX3-201
ITGA3	appris_principal__2	ITGA3-202
PDK2	appris_principal__1	PDK2-203
SAMD14	appris_principal__1	SAMD14-202
PPP1R9B	appris_principal__1	PPP1R9B-202
SGCA	appris_principal__1	SGCA-201
COL1A1	appris_principal__1	COL1A1-201
TMEM92	appris_principal__1	TMEM92-201
TMEM92	appris_principal__1	TMEM92-202
XYLT2	appris_principal__1	XYLT2-201
MRPL27	appris_principal__1	MRPL27-201
EME1	appris_principal__1	EME1-201
LRRC59	appris_principal__1	LRRC59-201
ACSF2	appris_principal__3	ACSF2-201
CHAD	appris_principal__1	CHAD-203
CHAD	appris_principal__1	CHAD-201
RSAD1	appris_principal__1	RSAD1-201
MYCBPAP	appris_principal__2	MYCBPAP-215
EPN3	appris_principal__2	EPN3-201
SPATA20	appris_principal__3	SPATA20-201
CACNA1G	appris_principal__4	CACNA1G-204
ABCC3	appris_principal__1	ABCC3-201
ANKRD40	appris_principal__1	ANKRD40-201
LUC7L3	appris_principal__3	LUC7L3-201
LUC7L3	appris_principal__3	LUC7L3-208
ANKRD40CL	appris_principal__2	ANKRD40CL-203
WFIKKN2	appris_principal__3	WFIKKN2-201
TOB1	appris_principal__1	TOB1-202
TOB1	appris_principal__1	TOB1-201
SPAG9	appris_principal__3	SPAG9-202
NME1	appris_principal__1	NME1-203
NME1-NME2	appris_principal__2	NME1-NME2-202
NME2	appris_principal__1	NME2-207
NME2	appris_principal__1	NME2-206
NME2	appris_principal__1	NME2-205
NME2	appris_principal__1	NME2-204
NME2	appris_principal__1	NME2-202
MBTD1	appris_principal__1	MBTD1-204
MBTD1	appris_principal__1	MBTD1-203
UTP18	appris_principal__1	UTP18-201
CA10	appris_principal__1	CA10-202
CA10	appris_principal__1	CA10-203
CA10	appris_principal__1	CA10-201
KIF2B	appris_principal__1	KIF2B-201
TOM1L1	appris_principal__3	TOM1L1-221
COX11	appris_principal__1	COX11-201
STXBP4	appris_principal__2	STXBP4-201
HLF	appris_principal__1	HLF-201
MMD	appris_principal__1	MMD-201
SMIM36	appris_principal__1	SMIM36-203
TMEM100	appris_principal__1	TMEM100-201
TMEM100	appris_principal__1	TMEM100-205
PCTP	appris_principal__1	PCTP-201
ANKFN1	appris_principal__1	ANKFN1-201
NOG	appris_principal__1	NOG-201
C17orf67	appris_principal__1	C17orf67-201
DGKE	appris_principal__1	DGKE-201
TRIM25	appris_principal__1	TRIM25-201
TRIM25	appris_principal__1	TRIM25-202
COIL	appris_principal__1	COIL-201
SCPEP1	appris_principal__1	SCPEP1-201
AKAP1	appris_principal__1	AKAP1-202
AKAP1	appris_principal__1	AKAP1-206
AKAP1	appris_principal__1	AKAP1-219
AKAP1	appris_principal__1	AKAP1-208
AKAP1	appris_principal__1	AKAP1-204
MSI2	appris_principal__1	MSI2-201
MSI2	appris_principal__1	MSI2-224
CCDC182	appris_principal__1	CCDC182-201
MRPS23	appris_principal__1	MRPS23-201
CUEDC1	appris_principal__1	CUEDC1-206
CUEDC1	appris_principal__1	CUEDC1-202
CUEDC1	appris_principal__1	CUEDC1-201
VEZF1	appris_principal__3	VEZF1-202
AC015813.2	appris_principal__1	AC015813.2-202
SRSF1	appris_principal__1	SRSF1-201
DYNLL2	appris_principal__1	DYNLL2-201
OR4D1	appris_principal__1	OR4D1-202
OR4D1	appris_principal__1	OR4D1-201
OR4D2	appris_principal__1	OR4D2-201
OR4D2	appris_principal__1	OR4D2-202
EPX	appris_principal__1	EPX-201
MKS1	appris_principal__1	MKS1-202
LPO	appris_principal__1	LPO-201
MPO	appris_principal__1	MPO-201
TSPOAP1	appris_principal__3	TSPOAP1-202
SUPT4H1	appris_principal__1	SUPT4H1-201
SUPT4H1	appris_principal__1	SUPT4H1-204
AC004687.2	appris_principal__1	AC004687.2-201
RNF43	appris_principal__1	RNF43-208
RNF43	appris_principal__1	RNF43-201
RNF43	appris_principal__1	RNF43-203
HSF5	appris_principal__1	HSF5-201
MTMR4	appris_principal__1	MTMR4-201
SEPTIN4	appris_principal__1	SEPTIN4-232
TEX14	appris_principal__4	TEX14-203
AC011195.2	appris_principal__1	AC011195.2-201
RAD51C	appris_principal__2	RAD51C-201
PPM1E	appris_principal__1	PPM1E-201
TRIM37	appris_principal__1	TRIM37-203
TRIM37	appris_principal__1	TRIM37-201
SKA2	appris_principal__1	SKA2-201
PRR11	appris_principal__1	PRR11-201
PRR11	appris_principal__1	PRR11-209
AC099850.2	appris_principal__1	AC099850.2-201
SMG8	appris_principal__1	SMG8-202
SMG8	appris_principal__1	SMG8-201
GDPD1	appris_principal__1	GDPD1-201
YPEL2	appris_principal__1	YPEL2-201
YPEL2	appris_principal__1	YPEL2-205
DHX40	appris_principal__1	DHX40-201
CLTC	appris_principal__1	CLTC-201
PTRH2	appris_principal__3	PTRH2-201
PTRH2	appris_principal__3	PTRH2-203
VMP1	appris_principal__1	VMP1-201
TUBD1	appris_principal__1	TUBD1-201
TUBD1	appris_principal__1	TUBD1-214
RPS6KB1	appris_principal__1	RPS6KB1-201
AC005702.1	appris_principal__1	AC005702.1-201
RNFT1	appris_principal__1	RNFT1-201
HEATR6	appris_principal__2	HEATR6-201
CA4	appris_principal__1	CA4-201
USP32	appris_principal__1	USP32-201
C17orf64	appris_principal__1	C17orf64-201
APPBP2	appris_principal__1	APPBP2-201
PPM1D	appris_principal__1	PPM1D-201
BCAS3	appris_principal__3	BCAS3-202
TBX2	appris_principal__1	TBX2-201
TBX4	appris_principal__3	TBX4-201
NACA2	appris_principal__1	NACA2-201
BRIP1	appris_principal__2	BRIP1-201
INTS2	appris_principal__3	INTS2-202
MED13	appris_principal__1	MED13-201
EFCAB3	appris_principal__1	EFCAB3-201
METTL2A	appris_principal__1	METTL2A-201
TLK2	appris_principal__3	TLK2-203
MRC2	appris_principal__1	MRC2-201
MARCHF10	appris_principal__3	MARCHF10-202
MARCHF10	appris_principal__3	MARCHF10-201
TANC2	appris_principal__2	TANC2-202
CYB561	appris_principal__1	CYB561-202
CYB561	appris_principal__1	CYB561-201
CYB561	appris_principal__1	CYB561-203
CYB561	appris_principal__1	CYB561-213
ACE	appris_principal__2	ACE-202
AC113554.1	appris_principal__1	AC113554.1-201
KCNH6	appris_principal__3	KCNH6-205
DCAF7	appris_principal__1	DCAF7-205
TACO1	appris_principal__1	TACO1-201
MAP3K3	appris_principal__3	MAP3K3-202
STRADA	appris_principal__1	STRADA-202
LIMD2	appris_principal__1	LIMD2-201
LIMD2	appris_principal__1	LIMD2-205
LIMD2	appris_principal__1	LIMD2-202
AC046185.1	appris_principal__1	AC046185.1-201
CCDC47	appris_principal__1	CCDC47-201
CCDC47	appris_principal__1	CCDC47-202
DDX42	appris_principal__2	DDX42-208
DDX42	appris_principal__2	DDX42-216
DDX42	appris_principal__2	DDX42-202
FTSJ3	appris_principal__1	FTSJ3-201
PSMC5	appris_principal__1	PSMC5-201
SMARCD2	appris_principal__1	SMARCD2-203
CSH2	appris_principal__1	CSH2-203
GH2	appris_principal__1	GH2-202
CSH1	appris_principal__1	CSH1-201
CSHL1	appris_principal__2	CSHL1-202
GH1	appris_principal__1	GH1-201
AC127029.3	appris_principal__1	AC127029.3-201
CD79B	appris_principal__3	CD79B-201
SCN4A	appris_principal__1	SCN4A-201
PRR29	appris_principal__4	PRR29-203
ICAM2	appris_principal__1	ICAM2-203
ICAM2	appris_principal__1	ICAM2-208
ICAM2	appris_principal__1	ICAM2-201
ICAM2	appris_principal__1	ICAM2-202
ICAM2	appris_principal__1	ICAM2-207
ERN1	appris_principal__1	ERN1-201
TEX2	appris_principal__3	TEX2-201
PECAM1	appris_principal__1	PECAM1-203
MILR1	appris_principal__3	MILR1-203
MILR1	appris_principal__3	MILR1-206
POLG2	appris_principal__1	POLG2-201
DDX5	appris_principal__1	DDX5-201
CEP95	appris_principal__2	CEP95-203
SMURF2	appris_principal__1	SMURF2-201
LRRC37A3	appris_principal__1	LRRC37A3-201
LRRC37A3	appris_principal__1	LRRC37A3-211
GNA13	appris_principal__1	GNA13-201
RGS9	appris_principal__3	RGS9-201
AXIN2	appris_principal__3	AXIN2-201
AC004805.1	appris_principal__1	AC004805.1-201
CEP112	appris_principal__1	CEP112-203
CEP112	appris_principal__1	CEP112-202
APOH	appris_principal__1	APOH-201
PRKCA	appris_principal__1	PRKCA-202
CACNG5	appris_principal__1	CACNG5-202
CACNG5	appris_principal__1	CACNG5-201
CACNG4	appris_principal__1	CACNG4-201
CACNG1	appris_principal__1	CACNG1-201
HELZ	appris_principal__3	HELZ-201
PSMD12	appris_principal__1	PSMD12-201
PITPNC1	appris_principal__4	PITPNC1-204
NOL11	appris_principal__1	NOL11-201
BPTF	appris_principal__5	BPTF-219
C17orf58	appris_principal__1	C17orf58-202
KPNA2	appris_principal__1	KPNA2-201
KPNA2	appris_principal__1	KPNA2-202
AMZ2	appris_principal__1	AMZ2-220
AMZ2	appris_principal__1	AMZ2-219
AMZ2	appris_principal__1	AMZ2-210
AMZ2	appris_principal__1	AMZ2-203
AMZ2	appris_principal__1	AMZ2-202
AMZ2	appris_principal__1	AMZ2-205
AMZ2	appris_principal__1	AMZ2-206
ARSG	appris_principal__1	ARSG-201
ARSG	appris_principal__1	ARSG-209
SLC16A6	appris_principal__2	SLC16A6-201
SLC16A6	appris_principal__2	SLC16A6-202
WIPI1	appris_principal__1	WIPI1-201
PRKAR1A	appris_principal__1	PRKAR1A-201
PRKAR1A	appris_principal__1	PRKAR1A-203
PRKAR1A	appris_principal__1	PRKAR1A-217
PRKAR1A	appris_principal__1	PRKAR1A-204
PRKAR1A	appris_principal__1	PRKAR1A-211
FAM20A	appris_principal__1	FAM20A-205
ABCA8	appris_principal__4	ABCA8-208
ABCA9	appris_principal__1	ABCA9-201
ABCA6	appris_principal__1	ABCA6-201
ABCA10	appris_principal__1	ABCA10-201
ABCA5	appris_principal__1	ABCA5-201
ABCA5	appris_principal__1	ABCA5-208
MAP2K6	appris_principal__1	MAP2K6-206
KCNJ16	appris_principal__1	KCNJ16-201
KCNJ16	appris_principal__1	KCNJ16-203
KCNJ16	appris_principal__1	KCNJ16-211
KCNJ16	appris_principal__1	KCNJ16-209
KCNJ16	appris_principal__1	KCNJ16-202
KCNJ2	appris_principal__1	KCNJ2-202
KCNJ2	appris_principal__1	KCNJ2-201
SOX9	appris_principal__1	SOX9-201
SLC39A11	appris_principal__3	SLC39A11-201
SSTR2	appris_principal__1	SSTR2-201
COG1	appris_principal__2	COG1-201
FAM104A	appris_principal__1	FAM104A-201
C17orf80	appris_principal__3	C17orf80-203
C17orf80	appris_principal__3	C17orf80-205
CPSF4L	appris_principal__1	CPSF4L-201
CDC42EP4	appris_principal__1	CDC42EP4-201
SDK2	appris_principal__1	SDK2-201
RPL38	appris_principal__2	RPL38-202
RPL38	appris_principal__2	RPL38-201
RPL38	appris_principal__2	RPL38-206
TTYH2	appris_principal__1	TTYH2-201
DNAI2	appris_principal__3	DNAI2-201
DNAI2	appris_principal__3	DNAI2-202
KIF19	appris_principal__1	KIF19-202
BTBD17	appris_principal__1	BTBD17-201
GPR142	appris_principal__1	GPR142-201
GPRC5C	appris_principal__3	GPRC5C-212
CD300A	appris_principal__1	CD300A-202
CD300LB	appris_principal__2	CD300LB-202
CD300C	appris_principal__1	CD300C-201
CD300H	appris_principal__4	CD300H-202
CD300LD	appris_principal__1	CD300LD-201
CD300E	appris_principal__1	CD300E-201
RAB37	appris_principal__1	RAB37-205
CD300LF	appris_principal__3	CD300LF-202
SLC9A3R1	appris_principal__1	SLC9A3R1-201
NAT9	appris_principal__3	NAT9-201
TMEM104	appris_principal__1	TMEM104-201
TMEM104	appris_principal__1	TMEM104-204
GRIN2C	appris_principal__1	GRIN2C-201
FDXR	appris_principal__1	FDXR-201
FADS6	appris_principal__2	FADS6-203
USH1G	appris_principal__1	USH1G-202
OTOP2	appris_principal__1	OTOP2-201
OTOP3	appris_principal__1	OTOP3-201
HID1	appris_principal__1	HID1-202
CDR2L	appris_principal__1	CDR2L-201
MRPL58	appris_principal__1	MRPL58-201
KCTD2	appris_principal__1	KCTD2-201
ATP5PD	appris_principal__1	ATP5PD-201
SLC16A5	appris_principal__2	SLC16A5-206
SLC16A5	appris_principal__2	SLC16A5-201
SLC16A5	appris_principal__2	SLC16A5-202
ARMC7	appris_principal__1	ARMC7-201
NT5C	appris_principal__1	NT5C-201
JPT1	appris_principal__1	JPT1-203
SUMO2	appris_principal__1	SUMO2-202
NUP85	appris_principal__1	NUP85-201
GGA3	appris_principal__1	GGA3-201
MRPS7	appris_principal__1	MRPS7-201
MIF4GD	appris_principal__1	MIF4GD-202
MIF4GD	appris_principal__1	MIF4GD-214
SLC25A19	appris_principal__1	SLC25A19-204
SLC25A19	appris_principal__1	SLC25A19-203
SLC25A19	appris_principal__1	SLC25A19-205
SLC25A19	appris_principal__1	SLC25A19-201
SLC25A19	appris_principal__1	SLC25A19-210
GRB2	appris_principal__1	GRB2-205
GRB2	appris_principal__1	GRB2-203
GRB2	appris_principal__1	GRB2-202
TMEM94	appris_principal__3	TMEM94-201
CASKIN2	appris_principal__1	CASKIN2-201
TSEN54	appris_principal__1	TSEN54-201
LLGL2	appris_principal__3	LLGL2-201
MYO15B	appris_principal__1	MYO15B-236
RECQL5	appris_principal__1	RECQL5-201
SMIM5	appris_principal__1	SMIM5-201
SMIM5	appris_principal__1	SMIM5-202
SMIM6	appris_principal__1	SMIM6-201
SMIM6	appris_principal__1	SMIM6-202
SAP30BP	appris_principal__3	SAP30BP-225
ITGB4	appris_principal__3	ITGB4-201
GALK1	appris_principal__1	GALK1-201
GALK1	appris_principal__1	GALK1-205
H3-3B	appris_principal__1	H3-3B-201
H3-3B	appris_principal__1	H3-3B-206
H3-3B	appris_principal__1	H3-3B-208
H3-3B	appris_principal__1	H3-3B-204
UNK	appris_principal__1	UNK-205
UNC13D	appris_principal__2	UNC13D-201
WBP2	appris_principal__3	WBP2-201
WBP2	appris_principal__3	WBP2-215
TRIM47	appris_principal__1	TRIM47-201
TRIM65	appris_principal__1	TRIM65-201
MRPL38	appris_principal__1	MRPL38-201
AC087289.3	appris_principal__5	AC087289.3-203
FBF1	appris_principal__2	FBF1-212
ACOX1	appris_principal__5	ACOX1-202
TEN1-CDK3	appris_principal__1	TEN1-CDK3-203
TEN1	appris_principal__1	TEN1-201
CDK3	appris_principal__1	CDK3-202
CDK3	appris_principal__1	CDK3-201
EVPL	appris_principal__3	EVPL-201
SRP68	appris_principal__1	SRP68-201
ZACN	appris_principal__1	ZACN-201
GALR2	appris_principal__1	GALR2-201
EXOC7	appris_principal__3	EXOC7-201
FOXJ1	appris_principal__1	FOXJ1-201
RNF157	appris_principal__3	RNF157-201
UBALD2	appris_principal__1	UBALD2-201
QRICH2	appris_principal__2	QRICH2-201
PRPSAP1	appris_principal__1	PRPSAP1-206
SPHK1	appris_principal__3	SPHK1-201
UBE2O	appris_principal__1	UBE2O-201
AANAT	appris_principal__1	AANAT-202
RHBDF2	appris_principal__4	RHBDF2-201
CYGB	appris_principal__1	CYGB-201
PRCD	appris_principal__1	PRCD-210
PRCD	appris_principal__1	PRCD-204
AC015802.6	appris_principal__1	AC015802.6-201
ST6GALNAC2	appris_principal__1	ST6GALNAC2-201
ST6GALNAC1	appris_principal__1	ST6GALNAC1-201
MXRA7	appris_principal__4	MXRA7-201
JMJD6	appris_principal__4	JMJD6-203
METTL23	appris_principal__1	METTL23-215
METTL23	appris_principal__1	METTL23-201
AC005837.2	appris_principal__1	AC005837.2-201
SRSF2	appris_principal__1	SRSF2-202
SRSF2	appris_principal__1	SRSF2-203
MFSD11	appris_principal__1	MFSD11-207
MFSD11	appris_principal__1	MFSD11-211
MFSD11	appris_principal__1	MFSD11-220
MFSD11	appris_principal__1	MFSD11-201
MFSD11	appris_principal__1	MFSD11-217
MGAT5B	appris_principal__3	MGAT5B-201
SEC14L1	appris_principal__1	SEC14L1-201
SEC14L1	appris_principal__1	SEC14L1-205
SEPTIN9	appris_principal__4	SEPTIN9-203
TNRC6C	appris_principal__2	TNRC6C-207
TNRC6C	appris_principal__2	TNRC6C-202
TMC6	appris_principal__1	TMC6-216
TMC6	appris_principal__1	TMC6-203
TMC6	appris_principal__1	TMC6-202
TMC8	appris_principal__2	TMC8-201
C17orf99	appris_principal__2	C17orf99-201
